year,variable,month,n,mean_error,std_error,mae,rmse,min_error,max_error,p50,p75,p90,p95,p99
2024,solar,3,743,-71.43111036339168,1524.2917172268503,713.9006729475101,1524.9395077966528,-6972.1275000000005,9135.392500000002,-3.8475,-0.3912499999999985,800.8204999999995,1901.76775,5077.958050000003
2024,solar,4,720,-506.95959374999995,1152.9212802232134,716.3624201388889,1258.7252912415618,-5105.9649999999965,2690.215,-9.2925,-4.53125,42.0912500000007,982.682249999995,2251.152199999995
2024,solar,5,744,-330.23274193548383,1205.7449038227114,695.8441397849463,1249.3679909305254,-5246.467499999999,3852.0800000000017,-3.81625,8.746875000000003,642.9504999999995,1467.2369999999999,2385.501325000007
2024,solar,6,720,313.4639722222223,1390.3725266001989,771.0887847222223,1424.3280920575821,-3746.654999999999,7792.57,-3.0975,476.2606249999999,1856.9522500000012,2934.6367499999965,5988.077174999998
2024,solar,7,744,484.01720430107525,1157.63318425819,695.1320833333334,1254.0279159845277,-2204.2525000000023,5941.729999999996,-2.80875,807.1443749999971,2213.697249999999,3004.4421250000005,4516.726175000002
2024,solar,8,744,194.75257392473108,949.2088747306129,535.5419018817205,968.3568736725167,-3673.3600000000024,4345.709999999999,-5.6625000000000005,428.18750000000364,1284.90825,1900.0276250000006,3402.996200000006
2024,solar,9,720,187.2313020833333,1099.758194450767,551.7538715277777,1114.8290586251135,-4441.807499999999,6385.075000000001,-6.08625,261.1231249999998,1189.0009999999952,2165.2496250000004,4498.835724999996
2024,solar,10,745,377.9162483221476,1104.641284921015,569.7708523489933,1166.7969674718017,-3114.022499999999,5612.055,-9.8825,341.5,1958.9490000000012,2922.1799999999926,4368.848399999997
2024,solar,11,720,327.0147881944444,1118.2338063987486,488.95253125,1164.323316669666,-3230.727499999999,7357.18,-9.653749999999999,218.7031250000013,1442.0160000000014,2519.6773749999975,5382.4502999999695
2024,solar,12,743,91.1464872139973,769.5996763147725,310.2750336473755,774.4638095381348,-3377.317499999999,5685.07,-6.7475000000000005,-1.4600000000000009,615.2895000000022,1381.4379999999996,3076.5997500000003
2024,wind_onshore,1,744,142.020625,1908.0285678371406,1477.0009341397847,1912.0276227888007,-4454.432499999999,6940.407500000001,26.2212499999996,1259.167500000001,2641.8102499999995,3644.65,4787.6972749999995
2024,wind_onshore,2,696,-258.49394755747124,1563.4719840521045,1135.239579741379,1583.5882143818692,-7618.954999999998,4724.505000000001,-269.69375000000036,544.0843749999999,1543.0912499999995,2427.7649999999994,3708.6371249999806
2024,wind_onshore,3,743,-64.58082099596223,1266.5681844134615,919.6927658142666,1267.3620517409718,-3945.395,5439.5075,13.097500000001672,583.5225000000007,1358.424000000002,2062.0459999999985,3145.0693000000015
2024,wind_onshore,4,720,218.65558680555557,1839.30753273954,1344.2823576388887,1850.9899464941984,-5325.892500000002,10081.285000000003,92.78874999999971,1048.619375,2505.9654999999993,3576.5378749999977,5234.367374999993
2024,wind_onshore,5,744,451.0285786290322,1601.5385740388183,1175.4526176075267,1662.8003794667839,-5561.5075000000015,7512.245000000001,283.46124999999995,1241.7818749999994,2568.5237500000035,3104.3272500000007,5162.972150000006
